sample_index,variant_index,pitch,setting,sampler,n_steps,guidance_scale,target_harmonic,off_target_harmonic,target_ratio,margin_ratio,sample_std,sample_absmax,finite,artifact_penalty,total_score,selected
43,2,55,heun_64_gs6,heun,64,6.0,0.9964239434031781,0.9902153506627197,1.917234122946387,0.006269941860226405,0.7213501930236816,7.8889360427856445,True,0.0,4.802490220156306,False
44,0,56,heun_64_gs6,heun,64,6.0,1.0516677945401431,1.028212952971882,2.1638304464833387,0.022811268105849172,0.8058618903160095,8.367642402648926,True,0.0,5.443793018367121,False
44,1,56,heun_64_gs6,heun,64,6.0,1.0446082647698034,1.0182417492065186,2.122465145396768,0.025894160522184222,0.7939026355743408,6.601779937744141,True,0.0,5.345004104275197,False
44,2,56,heun_64_gs6,heun,64,6.0,1.071701047887741,1.0552242406450687,1.9552663009691118,0.015614507752830518,0.7846160531044006,5.656045913696289,True,0.0,4.911587514052025,False
45,0,57,heun_64_gs6,heun,64,6.0,0.8799750945095822,0.8824640800064251,2.236625627228578,-0.0028204949357482885,0.694083571434021,7.025296211242676,True,0.0,5.587333325667823,False
45,1,57,heun_64_gs6,heun,64,6.0,0.8028958712214292,0.8193550173976287,2.5531875386211627,-0.020087929683516716,0.7377144694328308,8.513401985168457,True,0.0,6.352836952027632,False
45,2,57,heun_64_gs6,heun,64,6.0,0.8332160646484856,0.8384117334696058,2.2482187743571194,-0.0061970372690856364,0.6924108266830444,7.487228870391846,True,0.0,5.61125137998917,False
46,0,58,heun_64_gs6,heun,64,6.0,0.9317442356057315,0.9191521867787332,2.087725448741326,0.013699634153221247,0.7772175073623657,7.488953113555908,True,0.0,5.239863073083147,False
46,1,58,heun_64_gs6,heun,64,6.0,0.9939256275739762,1.006218487327874,2.4654225484263557,-0.012216889061911285,0.815746009349823,8.53507137298584,True,0.0,6.145231037473022,False
46,2,58,heun_64_gs6,heun,64,6.0,0.8875851720643357,0.8816261831707259,2.4871120311931656,0.0067590878535250636,0.7349406480789185,6.809883117675781,True,0.0,6.227918709763201,False
47,0,59,heun_64_gs6,heun,64,6.0,1.3368632917292282,1.3178769331069047,2.0070474774941007,0.014406776536785812,0.9258555769920349,8.669595718383789,True,0.0,5.03922885854043,False
47,1,59,heun_64_gs6,heun,64,6.0,1.3367182354751188,1.336351982246777,1.8015438292232624,0.00027406942966122613,0.9230854511260986,7.433399200439453,True,0.0,4.504270677202648,False
47,2,59,heun_64_gs6,heun,64,6.0,1.5126563020661101,1.4580893501877068,1.9003023178259437,0.03742359924454744,0.9875366687774658,8.623712539672852,True,0.0,4.80689119343168,False
