kind,name,note_count,length_beats,length_seconds,notes_per_beat,unique_pitch_count,unique_pitch_class_count,active_instrument_count,instrument_entropy,average_polyphony,max_polyphony,mean_duration_steps,pitch_class_entropy,scale_consistency_percent,groove_consistency_percent,sequence_len,raw_note_events,unique_note_events,duplicate_note_rate,note_instrument_violation_rate,best_scale,instrument_counts
reference,test_02072,57,34.458333,17.229167,1.654172,16,7,2,0.485461,3.124547,10,45.333333,2.720073,100.000000,94.791667,,,,,,2:minor,"{""bass"": 0, ""brass"": 0, ""guitar"": 0, ""piano"": 51, ""strings"": 6}"
reference,test_02073,258,35.708333,17.854167,7.225204,15,7,3,1.152216,3.470245,11,11.527132,2.736568,100.000000,95.572917,,,,,,6:minor,"{""bass"": 17, ""brass"": 0, ""guitar"": 173, ""piano"": 68, ""strings"": 0}"
reference,test_02074,176,32.000000,16.000000,5.500000,11,5,3,1.322179,1.526042,7,6.659091,1.985839,100.000000,98.809524,,,,,,0:minor,"{""bass"": 16, ""brass"": 0, ""guitar"": 64, ""piano"": 96, ""strings"": 0}"
reference,test_02075,116,31.750000,15.875000,3.653543,23,7,3,1.485806,1.666667,6,10.948276,2.548681,98.275862,97.916667,,,,,,7:minor,"{""bass"": 25, ""brass"": 32, ""guitar"": 59, ""piano"": 0, ""strings"": 0}"
reference,test_02076,151,33.708333,16.854167,4.479604,14,7,3,1.549327,3.943140,7,21.125828,2.756004,100.000000,89.713542,,,,,,2:major,"{""bass"": 35, ""brass"": 58, ""guitar"": 0, ""piano"": 58, ""strings"": 0}"
reference,test_02077,171,35.916667,17.958333,4.761021,25,7,5,1.975621,3.875870,10,19.538012,2.419521,100.000000,95.833333,,,,,,6:minor,"{""bass"": 27, ""brass"": 30, ""guitar"": 18, ""piano"": 84, ""strings"": 12}"
reference,test_02078,19,32.000000,16.000000,0.593750,15,6,1,-0.000000,2.250000,3,90.947368,2.523986,100.000000,98.958333,,,,,,0:minor,"{""bass"": 0, ""brass"": 0, ""guitar"": 0, ""piano"": 0, ""strings"": 19}"
reference,test_02079,15,32.000000,16.000000,0.468750,7,5,2,0.836641,1.091146,5,55.866667,2.181937,100.000000,98.363095,,,,,,0:minor,"{""bass"": 0, ""brass"": 11, ""guitar"": 0, ""piano"": 0, ""strings"": 4}"
reference,test_02080,157,39.750000,19.875000,3.949686,21,7,3,1.191395,5.286164,14,32.121019,2.518110,100.000000,92.361111,,,,,,4:minor,"{""bass"": 0, ""brass"": 0, ""guitar"": 42, ""piano"": 103, ""strings"": 12}"
reference,test_02081,114,32.000000,16.000000,3.562500,4,3,2,0.981941,2.992188,4,20.157895,1.361259,100.000000,98.809524,,,,,,0:major,"{""bass"": 48, ""brass"": 0, ""guitar"": 66, ""piano"": 0, ""strings"": 0}"
reference,test_02082,84,32.500000,16.250000,2.584615,7,7,1,-0.000000,2.723077,5,25.285714,2.663285,100.000000,97.916667,,,,,,0:minor,"{""bass"": 0, ""brass"": 0, ""guitar"": 84, ""piano"": 0, ""strings"": 0}"
reference,test_02083,102,35.375000,17.687500,2.883392,25,8,2,0.462749,5.207303,10,43.343137,2.573305,98.039216,91.015625,,,,,,4:minor,"{""bass"": 0, ""brass"": 0, ""guitar"": 0, ""piano"": 92, ""strings"": 10}"
reference,test_02084,244,34.000000,17.000000,7.176471,29,7,4,1.974951,9.087010,14,30.389344,2.695686,100.000000,90.885417,,,,,,4:minor,"{""bass"": 45, ""brass"": 0, ""guitar"": 56, ""piano"": 71, ""strings"": 72}"
reference,test_02085,0,0.000000,0.000000,0.000000,0,0,0,0.000000,0.000000,0,0.000000,,,,,,,,,,"{""bass"": 0, ""brass"": 0, ""guitar"": 0, ""piano"": 0, ""strings"": 0}"
reference,test_02086,66,32.333333,16.166667,2.041237,15,7,2,0.195909,5.110825,16,60.090909,2.366769,100.000000,91.145833,,,,,,0:major,"{""bass"": 2, ""brass"": 0, ""guitar"": 64, ""piano"": 0, ""strings"": 0}"
reference,test_02087,54,32.000000,16.000000,1.687500,10,7,2,0.999010,1.858073,5,26.425926,2.467076,98.148148,93.005952,,,,,,4:minor,"{""bass"": 26, ""brass"": 0, ""guitar"": 28, ""piano"": 0, ""strings"": 0}"
reference,test_02088,47,32.000000,16.000000,1.468750,11,7,1,-0.000000,0.968750,2,15.829787,2.460787,100.000000,99.107143,,,,,,0:major,"{""bass"": 0, ""brass"": 0, ""guitar"": 0, ""piano"": 47, ""strings"": 0}"
reference,test_02089,110,32.000000,16.000000,3.437500,22,8,2,0.684038,1.484375,6,10.363636,2.692952,98.181818,94.196429,,,,,,0:major,"{""bass"": 0, ""brass"": 20, ""guitar"": 0, ""piano"": 0, ""strings"": 90}"
reference,test_02090,276,35.083333,17.541667,7.866983,19,7,3,0.980040,6.356295,15,19.391304,2.385659,100.000000,95.572917,,,,,,6:minor,"{""bass"": 18, ""brass"": 0, ""guitar"": 212, ""piano"": 46, ""strings"": 0}"
reference,test_02091,88,33.875000,16.937500,2.597786,22,7,3,1.396731,2.548585,8,23.545455,2.711608,100.000000,97.135417,,,,,,6:minor,"{""bass"": 10, ""brass"": 0, ""guitar"": 0, ""piano"": 40, ""strings"": 38}"
reference,test_02092,17,32.500000,16.250000,0.523077,5,3,3,1.483659,2.005128,6,92.000000,1.289609,100.000000,97.135417,,,,,,0:major,"{""bass"": 8, ""brass"": 0, ""guitar"": 0, ""piano"": 3, ""strings"": 6}"
reference,test_02093,115,39.583333,19.791667,2.905263,28,9,3,1.140204,4.127368,13,34.095652,2.817120,93.913043,86.689815,,,,,,0:major,"{""bass"": 0, ""brass"": 0, ""guitar"": 3, ""piano"": 62, ""strings"": 50}"
reference,test_02094,188,32.000000,16.000000,5.875000,20,8,4,1.622784,2.675781,9,10.930851,2.467642,95.744681,96.130952,,,,,,4:minor,"{""bass"": 33, ""brass"": 5, ""guitar"": 63, ""piano"": 87, ""strings"": 0}"
reference,test_02095,96,32.000000,16.000000,3.000000,7,5,2,1.000000,1.500000,2,12.000000,2.125188,100.000000,98.809524,,,,,,2:major,"{""bass"": 48, ""brass"": 0, ""guitar"": 48, ""piano"": 0, ""strings"": 0}"
reference,test_02096,36,36.041667,18.020833,0.998844,20,7,3,1.255588,5.467052,14,131.361111,2.602306,100.000000,97.453704,,,,,,0:major,"{""bass"": 3, ""brass"": 0, ""guitar"": 0, ""piano"": 11, ""strings"": 22}"
reference,test_02097,56,31.875000,15.937500,1.756863,27,11,3,1.042571,4.833987,12,66.035714,2.984576,92.857143,94.940476,,,,,,7:minor,"{""bass"": 1, ""brass"": 0, ""guitar"": 0, ""piano"": 19, ""strings"": 36}"
reference,test_02098,0,0.000000,0.000000,0.000000,0,0,0,0.000000,0.000000,0,0.000000,,,,,,,,,,"{""bass"": 0, ""brass"": 0, ""guitar"": 0, ""piano"": 0, ""strings"": 0}"
reference,test_02099,52,39.041667,19.520833,1.331910,23,12,1,-0.000000,2.452508,5,44.192308,3.044218,86.538462,95.717593,,,,,,0:major,"{""bass"": 0, ""brass"": 0, ""guitar"": 0, ""piano"": 52, ""strings"": 0}"
reference,test_02100,116,32.000000,16.000000,3.625000,23,8,1,-0.000000,3.156250,5,20.896552,2.790844,99.137931,95.089286,,,,,,7:minor,"{""bass"": 0, ""brass"": 0, ""guitar"": 0, ""piano"": 116, ""strings"": 0}"
reference,test_02101,111,35.958333,17.979167,3.086906,23,7,4,1.598305,6.902665,12,53.666667,2.657911,100.000000,94.401042,,,,,,0:major,"{""bass"": 3, ""brass"": 0, ""guitar"": 58, ""piano"": 24, ""strings"": 26}"
reference,test_02102,260,32.375000,16.187500,8.030888,37,10,4,1.118650,5.714286,16,17.076923,2.935042,93.461538,95.833333,,,,,,2:minor,"{""bass"": 28, ""brass"": 0, ""guitar"": 30, ""piano"": 197, ""strings"": 5}"
reference,test_02103,146,31.958333,15.979167,4.568449,34,9,2,0.960519,3.803129,8,19.979452,2.893603,95.205479,94.196429,,,,,,7:minor,"{""bass"": 56, ""brass"": 0, ""guitar"": 0, ""piano"": 90, ""strings"": 0}"
reference,test_02104,43,35.750000,17.875000,1.202797,18,9,2,0.980798,3.414918,6,68.139535,2.857425,86.046512,97.526042,,,,,,0:major,"{""bass"": 18, ""brass"": 0, ""guitar"": 0, ""piano"": 0, ""strings"": 25}"
reference,test_02105,2,14.000000,7.000000,0.142857,2,1,1,-0.000000,1.142857,2,192.000000,-0.000000,100.000000,99.305556,,,,,,0:major,"{""bass"": 0, ""brass"": 0, ""guitar"": 0, ""piano"": 0, ""strings"": 2}"
reference,test_02106,119,35.333333,17.666667,3.367925,24,7,3,1.392031,7.071934,12,50.394958,2.715776,100.000000,94.791667,,,,,,4:minor,"{""bass"": 15, ""brass"": 0, ""guitar"": 63, ""piano"": 0, ""strings"": 41}"
reference,test_02107,121,35.625000,17.812500,3.396491,29,10,2,0.968984,2.343860,5,16.561983,3.031092,91.735537,92.057292,,,,,,6:minor,"{""bass"": 0, ""brass"": 0, ""guitar"": 0, ""piano"": 73, ""strings"": 48}"
reference,test_02108,157,32.416667,16.208333,4.843188,22,8,3,1.382603,3.847044,8,19.063694,2.726484,97.452229,93.489583,,,,,,4:minor,"{""bass"": 33, ""brass"": 0, ""guitar"": 93, ""piano"": 0, ""strings"": 31}"
reference,test_02109,115,36.000000,18.000000,3.194444,17,7,4,1.410949,7.746528,13,58.200000,2.225334,100.000000,95.312500,,,,,,0:major,"{""bass"": 11, ""brass"": 0, ""guitar"": 78, ""piano"": 15, ""strings"": 11}"
reference,test_02110,177,32.000000,16.000000,5.531250,27,8,3,1.325740,6.678385,14,28.977401,2.707436,99.435028,96.130952,,,,,,2:major,"{""bass"": 33, ""brass"": 0, ""guitar"": 0, ""piano"": 111, ""strings"": 33}"
reference,test_02111,21,31.833333,15.916667,0.659686,6,4,2,0.276195,0.348168,2,12.666667,1.784942,100.000000,98.511905,,,,,,0:major,"{""bass"": 1, ""brass"": 0, ""guitar"": 20, ""piano"": 0, ""strings"": 0}"
reference,test_02112,205,32.000000,16.000000,6.406250,34,11,3,1.202137,6.213542,14,23.278049,3.236521,84.878049,96.577381,,,,,,0:minor,"{""bass"": 22, ""brass"": 139, ""guitar"": 0, ""piano"": 44, ""strings"": 0}"
reference,test_02113,45,35.166667,17.583333,1.279621,7,4,2,0.982474,3.431280,6,64.355556,1.653834,100.000000,96.875000,,,,,,2:major,"{""bass"": 19, ""brass"": 0, ""guitar"": 0, ""piano"": 26, ""strings"": 0}"
reference,test_02114,40,32.000000,16.000000,1.250000,3,2,2,1.000000,0.415365,3,7.975000,0.811278,100.000000,99.255952,,,,,,1:minor,"{""bass"": 20, ""brass"": 0, ""guitar"": 0, ""piano"": 0, ""strings"": 20}"
reference,test_02115,174,32.375000,16.187500,5.374517,8,4,2,0.735509,2.087516,5,9.321839,1.926410,100.000000,92.447917,,,,,,1:minor,"{""bass"": 36, ""brass"": 0, ""guitar"": 138, ""piano"": 0, ""strings"": 0}"
reference,test_02116,724,32.083333,16.041667,22.566234,18,10,1,-0.000000,2.929870,5,3.116022,2.572490,92.817680,76.562500,,,,,,2:major,"{""bass"": 0, ""brass"": 0, ""guitar"": 0, ""piano"": 0, ""strings"": 724}"
reference,test_02117,181,31.833333,15.916667,5.685864,26,7,3,1.466900,2.285340,11,9.646409,2.444752,100.000000,97.321429,,,,,,0:major,"{""bass"": 96, ""brass"": 43, ""guitar"": 0, ""piano"": 0, ""strings"": 42}"
reference,test_02118,42,35.375000,17.687500,1.187279,9,6,1,-0.000000,0.454653,4,9.190476,2.253962,100.000000,95.572917,,,,,,1:major,"{""bass"": 0, ""brass"": 0, ""guitar"": 42, ""piano"": 0, ""strings"": 0}"
reference,test_02119,365,32.000000,16.000000,11.406250,21,7,3,0.874234,7.821615,15,16.457534,2.252652,100.000000,91.666667,,,,,,0:major,"{""bass"": 41, ""brass"": 0, ""guitar"": 297, ""piano"": 0, ""strings"": 27}"
reference,test_02120,0,0.000000,0.000000,0.000000,0,0,0,0.000000,0.000000,0,0.000000,,,,,,,,,,"{""bass"": 0, ""brass"": 0, ""guitar"": 0, ""piano"": 0, ""strings"": 0}"
reference,test_02121,50,32.000000,16.000000,1.562500,6,4,3,0.921928,0.479167,3,7.360000,0.719556,100.000000,98.809524,,,,,,1:minor,"{""bass"": 40, ""brass"": 5, ""guitar"": 5, ""piano"": 0, ""strings"": 0}"
reference,test_02122,83,31.875000,15.937500,2.603922,28,10,2,0.982231,0.667974,6,6.156627,3.171575,79.518072,95.089286,,,,,,7:minor,"{""bass"": 35, ""brass"": 48, ""guitar"": 0, ""piano"": 0, ""strings"": 0}"
reference,test_02123,1010,32.000000,16.000000,31.562500,34,10,2,0.984030,11.270833,13,8.570297,2.507386,95.841584,99.107143,,,,,,7:minor,"{""bass"": 0, ""brass"": 0, ""guitar"": 0, ""piano"": 580, ""strings"": 430}"
reference,test_02124,96,32.041667,16.020833,2.996099,16,7,1,-0.000000,2.641092,6,21.156250,2.409549,100.000000,97.395833,,,,,,4:minor,"{""bass"": 0, ""brass"": 0, ""guitar"": 0, ""piano"": 96, ""strings"": 0}"
reference,test_02125,230,31.958333,15.979167,7.196871,18,7,3,0.671720,2.050847,8,6.839130,2.226688,100.000000,95.535714,,,,,,0:minor,"{""bass"": 16, ""brass"": 13, ""guitar"": 0, ""piano"": 201, ""strings"": 0}"
reference,test_02126,9,25.000000,12.500000,0.360000,9,6,1,-0.000000,2.880000,5,192.000000,2.419382,100.000000,99.131944,,,,,,0:major,"{""bass"": 0, ""brass"": 0, ""guitar"": 0, ""piano"": 0, ""strings"": 9}"
reference,test_02127,20,35.750000,17.875000,0.559441,9,5,2,0.609840,1.687646,4,72.400000,1.939354,100.000000,97.395833,,,,,,0:minor,"{""bass"": 0, ""brass"": 17, ""guitar"": 0, ""piano"": 0, ""strings"": 3}"
reference,test_02128,95,31.958333,15.979167,2.972621,21,8,3,0.928022,3.576271,7,28.873684,2.784224,98.947368,98.214286,,,,,,7:minor,"{""bass"": 14, ""brass"": 0, ""guitar"": 0, ""piano"": 75, ""strings"": 6}"
reference,test_02129,68,32.833333,16.416667,2.071066,22,8,3,1.324380,1.694162,7,19.632353,2.771877,98.529412,88.802083,,,,,,2:minor,"{""bass"": 7, ""brass"": 39, ""guitar"": 0, ""piano"": 0, ""strings"": 22}"
reference,test_02130,118,32.875000,16.437500,3.589354,27,9,3,1.486958,6.495564,10,43.432203,2.895724,94.915254,87.760417,,,,,,2:major,"{""bass"": 21, ""brass"": 0, ""guitar"": 0, ""piano"": 42, ""strings"": 55}"
reference,test_02131,141,33.125000,16.562500,4.256604,25,9,3,1.284081,4.505660,14,25.404255,2.806243,93.617021,96.223958,,,,,,1:major,"{""bass"": 14, ""brass"": 0, ""guitar"": 86, ""piano"": 41, ""strings"": 0}"
reference,test_02132,60,33.416667,16.708333,1.795511,23,9,2,0.519703,2.879052,6,38.483333,2.834358,96.666667,92.447917,,,,,,0:major,"{""bass"": 7, ""brass"": 0, ""guitar"": 53, ""piano"": 0, ""strings"": 0}"
reference,test_02133,276,31.916667,15.958333,8.647520,28,8,4,1.831577,5.323760,16,14.775362,2.713835,98.913043,95.833333,,,,,,1:minor,"{""bass"": 30, ""brass"": 0, ""guitar"": 99, ""piano"": 103, ""strings"": 44}"
reference,test_02134,235,32.000000,16.000000,7.343750,30,7,2,0.585352,5.011719,7,16.378723,2.652653,100.000000,95.238095,,,,,,4:minor,"{""bass"": 0, ""brass"": 0, ""guitar"": 0, ""piano"": 33, ""strings"": 202}"
reference,test_02135,107,33.041667,16.520833,3.238335,26,11,4,1.387705,3.069357,6,22.747664,2.834077,87.850467,95.052083,,,,,,2:major,"{""bass"": 25, ""brass"": 11, ""guitar"": 68, ""piano"": 0, ""strings"": 3}"
reference,test_02136,141,35.583333,17.791667,3.962529,29,7,4,1.618850,6.101874,15,36.957447,2.514016,100.000000,90.625000,,,,,,4:minor,"{""bass"": 21, ""brass"": 0, ""guitar"": 80, ""piano"": 30, ""strings"": 10}"
reference,test_02137,41,32.083333,16.041667,1.277922,16,8,2,0.377646,4.089610,7,76.804878,2.843926,92.682927,95.703125,,,,,,8:minor,"{""bass"": 3, ""brass"": 0, ""guitar"": 0, ""piano"": 0, ""strings"": 38}"
reference,test_02138,84,33.000000,16.500000,2.545455,32,8,3,1.265049,3.943182,10,37.178571,2.746922,97.619048,94.531250,,,,,,7:minor,"{""bass"": 5, ""brass"": 0, ""guitar"": 0, ""piano"": 38, ""strings"": 41}"
reference,test_02139,87,31.750000,15.875000,2.740157,9,3,3,1.527530,0.905512,3,7.931034,1.583226,100.000000,94.494048,,,,,,1:minor,"{""bass"": 18, ""brass"": 0, ""guitar"": 36, ""piano"": 33, ""strings"": 0}"
reference,test_02140,167,33.750000,16.875000,4.948148,25,9,4,1.644918,6.385185,14,30.970060,2.755866,97.604790,97.916667,,,,,,1:minor,"{""bass"": 24, ""brass"": 0, ""guitar"": 97, ""piano"": 24, ""strings"": 22}"
reference,test_02141,25,32.000000,16.000000,0.781250,18,7,2,0.634310,4.295573,12,131.960000,2.503465,92.000000,99.404762,,,,,,0:major,"{""bass"": 4, ""brass"": 0, ""guitar"": 21, ""piano"": 0, ""strings"": 0}"
reference,test_02142,163,32.125000,16.062500,5.073930,25,10,3,1.361612,3.306096,8,15.638037,2.550631,96.932515,93.359375,,,,,,0:major,"{""bass"": 51, ""brass"": 0, ""guitar"": 92, ""piano"": 0, ""strings"": 20}"
reference,test_02143,62,31.958333,15.979167,1.940026,10,6,3,1.549477,3.189048,8,39.451613,2.294731,100.000000,94.494048,,,,,,0:minor,"{""bass"": 16, ""brass"": 27, ""guitar"": 0, ""piano"": 0, ""strings"": 19}"
reference,test_02144,81,31.916667,15.958333,2.537859,8,5,3,0.966381,1.870757,8,17.691358,2.021156,100.000000,84.523810,,,,,,0:major,"{""bass"": 1, ""brass"": 0, ""guitar"": 24, ""piano"": 56, ""strings"": 0}"
reference,test_02145,4,32.000000,16.000000,0.125000,4,3,1,-0.000000,1.000000,4,192.000000,1.500000,100.000000,99.702381,,,,,,0:minor,"{""bass"": 0, ""brass"": 0, ""guitar"": 0, ""piano"": 0, ""strings"": 4}"
reference,test_02146,42,32.000000,16.000000,1.312500,15,7,2,0.993447,3.740885,6,68.404762,2.745686,100.000000,95.982143,,,,,,1:minor,"{""bass"": 0, ""brass"": 0, ""guitar"": 19, ""piano"": 0, ""strings"": 23}"
reference,test_02147,154,32.166667,16.083333,4.787565,27,7,3,0.802023,4.015544,8,20.129870,2.740613,100.000000,92.968750,,,,,,0:major,"{""bass"": 13, ""brass"": 0, ""guitar"": 12, ""piano"": 129, ""strings"": 0}"
reference,test_02148,244,32.708333,16.354167,7.459873,40,11,2,0.549290,3.696815,11,11.893443,2.924422,93.442623,79.427083,,,,,,2:minor,"{""bass"": 0, ""brass"": 0, ""guitar"": 213, ""piano"": 0, ""strings"": 31}"
reference,test_02149,172,32.000000,16.000000,5.375000,23,9,4,1.926708,7.510417,13,33.534884,2.748352,98.837209,93.898810,,,,,,2:major,"{""bass"": 28, ""brass"": 0, ""guitar"": 55, ""piano"": 58, ""strings"": 31}"
reference,test_02150,113,31.916667,15.958333,3.540470,9,5,3,1.577885,2.090078,5,14.168142,1.785045,100.000000,85.119048,,,,,,7:minor,"{""bass"": 35, ""brass"": 43, ""guitar"": 35, ""piano"": 0, ""strings"": 0}"
reference,test_02151,82,32.000000,16.000000,2.562500,19,7,2,0.984496,4.750000,7,44.487805,2.655730,100.000000,98.809524,,,,,,0:minor,"{""bass"": 0, ""brass"": 0, ""guitar"": 0, ""piano"": 47, ""strings"": 35}"
reference,test_02152,144,32.333333,16.166667,4.453608,28,11,2,0.710677,4.072165,10,21.944444,2.753381,94.444444,96.354167,,,,,,0:minor,"{""bass"": 0, ""brass"": 0, ""guitar"": 0, ""piano"": 116, ""strings"": 28}"
reference,test_02153,85,32.458333,16.229167,2.618742,16,7,3,1.355839,3.569961,7,32.717647,2.254676,100.000000,96.614583,,,,,,2:minor,"{""bass"": 38, ""brass"": 8, ""guitar"": 0, ""piano"": 39, ""strings"": 0}"
reference,test_02154,378,32.000000,16.000000,11.812500,32,9,4,0.621376,6.149740,13,12.494709,2.764253,95.238095,96.279762,,,,,,2:minor,"{""bass"": 25, ""brass"": 0, ""guitar"": 338, ""piano"": 11, ""strings"": 4}"
reference,test_02155,152,31.916667,15.958333,4.762402,21,7,3,1.533499,4.953003,9,24.960526,2.496702,93.421053,87.351190,,,,,,1:major,"{""bass"": 35, ""brass"": 0, ""guitar"": 49, ""piano"": 68, ""strings"": 0}"
reference,test_02156,55,32.000000,16.000000,1.718750,10,8,1,-0.000000,0.875000,1,12.218182,2.620319,92.727273,97.619048,,,,,,1:major,"{""bass"": 55, ""brass"": 0, ""guitar"": 0, ""piano"": 0, ""strings"": 0}"
reference,test_02157,24,31.833333,15.916667,0.753927,14,5,3,1.554585,1.570681,8,50.000000,2.173533,100.000000,98.511905,,,,,,2:major,"{""bass"": 10, ""brass"": 0, ""guitar"": 6, ""piano"": 8, ""strings"": 0}"
reference,test_02158,266,31.916667,15.958333,8.334204,10,7,2,0.681063,1.326371,4,3.819549,2.643799,100.000000,97.023810,,,,,,0:minor,"{""bass"": 0, ""brass"": 218, ""guitar"": 48, ""piano"": 0, ""strings"": 0}"
reference,test_02159,247,35.333333,17.666667,6.990566,28,8,5,1.942045,4.233491,13,14.534413,2.566721,98.785425,91.666667,,,,,,2:major,"{""bass"": 56, ""brass"": 12, ""guitar"": 119, ""piano"": 33, ""strings"": 27}"
reference,test_02160,138,32.000000,16.000000,4.312500,12,5,3,0.811610,3.179688,9,17.695652,1.326339,100.000000,96.428571,,,,,,0:major,"{""bass"": 24, ""brass"": 0, ""guitar"": 111, ""piano"": 0, ""strings"": 3}"
reference,test_02161,130,32.000000,16.000000,4.062500,7,5,1,-0.000000,1.623698,4,9.592308,1.684830,100.000000,97.916667,,,,,,0:major,"{""bass"": 0, ""brass"": 0, ""guitar"": 130, ""piano"": 0, ""strings"": 0}"
reference,test_02162,110,33.333333,16.666667,3.300000,20,7,4,1.647404,6.455000,12,46.945455,2.525588,100.000000,92.838542,,,,,,0:major,"{""bass"": 6, ""brass"": 0, ""guitar"": 59, ""piano"": 22, ""strings"": 23}"
reference,test_02163,136,34.541667,17.270833,3.937274,15,6,2,0.638515,4.375151,9,26.669118,2.218744,100.000000,80.208333,,,,,,2:major,"{""bass"": 22, ""brass"": 0, ""guitar"": 0, ""piano"": 114, ""strings"": 0}"
reference,test_02164,40,31.833333,15.916667,1.256545,7,5,1,-0.000000,1.445026,2,27.600000,2.008695,100.000000,97.916667,,,,,,0:major,"{""bass"": 0, ""brass"": 0, ""guitar"": 0, ""piano"": 40, ""strings"": 0}"
reference,test_02165,30,31.708333,15.854167,0.946124,18,9,1,-0.000000,2.286465,8,58.000000,2.924092,93.333333,99.404762,,,,,,5:minor,"{""bass"": 0, ""brass"": 0, ""guitar"": 0, ""piano"": 30, ""strings"": 0}"
reference,test_02166,175,35.750000,17.875000,4.895105,35,9,3,1.521457,8.864802,18,43.462857,2.855088,93.142857,92.187500,,,,,,2:minor,"{""bass"": 35, ""brass"": 0, ""guitar"": 72, ""piano"": 68, ""strings"": 0}"
reference,test_02167,60,33.500000,16.750000,1.791045,6,4,2,0.353359,2.962687,5,39.700000,1.947370,100.000000,98.046875,,,,,,2:major,"{""bass"": 0, ""brass"": 0, ""guitar"": 56, ""piano"": 0, ""strings"": 4}"
reference,test_02168,81,32.083333,16.041667,2.524675,29,10,3,1.215006,4.380519,7,41.641975,2.838866,95.061728,89.062500,,,,,,2:major,"{""bass"": 0, ""brass"": 0, ""guitar"": 49, ""piano"": 27, ""strings"": 5}"
reference,test_02169,71,32.166667,16.083333,2.207254,14,6,2,0.464515,2.489637,6,27.070423,2.064576,100.000000,96.354167,,,,,,4:minor,"{""bass"": 7, ""brass"": 0, ""guitar"": 0, ""piano"": 64, ""strings"": 0}"
reference,test_02170,102,32.000000,16.000000,3.187500,13,8,2,0.997503,2.450521,8,18.450980,2.307442,97.058824,95.238095,,,,,,1:minor,"{""bass"": 48, ""brass"": 0, ""guitar"": 54, ""piano"": 0, ""strings"": 0}"
reference,test_02171,142,32.833333,16.416667,4.324873,9,5,1,-0.000000,3.842640,6,21.323944,2.162939,100.000000,95.833333,,,,,,0:major,"{""bass"": 0, ""brass"": 0, ""guitar"": 142, ""piano"": 0, ""strings"": 0}"
reference,test_02172,170,32.000000,16.000000,5.312500,18,7,3,1.194245,5.442708,7,24.588235,2.544505,100.000000,96.279762,,,,,,2:major,"{""bass"": 26, ""brass"": 0, ""guitar"": 0, ""piano"": 118, ""strings"": 26}"
reference,test_02173,30,35.250000,17.625000,0.851064,6,3,1,-0.000000,1.009456,3,28.466667,1.505823,100.000000,92.708333,,,,,,0:major,"{""bass"": 30, ""brass"": 0, ""guitar"": 0, ""piano"": 0, ""strings"": 0}"
reference,test_02174,152,34.375000,17.187500,4.421818,34,10,2,0.443458,2.469091,8,13.401316,3.006874,94.736842,80.078125,,,,,,0:major,"{""bass"": 14, ""brass"": 0, ""guitar"": 0, ""piano"": 138, ""strings"": 0}"
reference,test_02175,40,32.000000,16.000000,1.250000,2,2,1,-0.000000,0.473958,1,9.100000,0.721928,100.000000,100.000000,,,,,,0:major,"{""bass"": 40, ""brass"": 0, ""guitar"": 0, ""piano"": 0, ""strings"": 0}"
reference,test_02176,111,33.333333,16.666667,3.330000,20,7,4,1.640608,6.485000,12,46.738739,2.533430,100.000000,92.578125,,,,,,0:major,"{""bass"": 6, ""brass"": 0, ""guitar"": 60, ""piano"": 22, ""strings"": 23}"
reference,test_02177,128,32.500000,16.250000,3.938462,25,7,2,0.422762,2.925641,8,17.828125,2.673145,100.000000,94.791667,,,,,,0:major,"{""bass"": 11, ""brass"": 0, ""guitar"": 117, ""piano"": 0, ""strings"": 0}"
reference,test_02178,232,32.000000,16.000000,7.250000,27,8,4,1.446969,8.541667,23,28.275862,2.579973,97.413793,89.136905,,,,,,7:minor,"{""bass"": 12, ""brass"": 0, ""guitar"": 143, ""piano"": 58, ""strings"": 19}"
reference,test_02179,201,32.000000,16.000000,6.281250,23,7,3,1.324065,9.704427,18,37.079602,2.692818,100.000000,95.238095,,,,,,0:minor,"{""bass"": 17, ""brass"": 0, ""guitar"": 103, ""piano"": 0, ""strings"": 81}"
reference,test_02180,25,28.041667,14.020833,0.891530,11,6,2,0.855451,1.598811,5,43.040000,2.279080,100.000000,96.726190,,,,,,0:minor,"{""bass"": 0, ""brass"": 0, ""guitar"": 18, ""piano"": 0, ""strings"": 7}"
reference,test_02181,138,31.708333,15.854167,4.352168,17,7,1,-0.000000,2.967148,6,16.362319,2.743229,100.000000,95.982143,,,,,,2:major,"{""bass"": 0, ""brass"": 0, ""guitar"": 0, ""piano"": 138, ""strings"": 0}"
reference,test_02182,126,34.833333,17.416667,3.617225,20,7,4,1.380691,3.785885,6,25.119048,2.523687,100.000000,82.812500,,,,,,0:major,"{""bass"": 16, ""brass"": 0, ""guitar"": 83, ""piano"": 23, ""strings"": 4}"
reference,test_02183,122,32.125000,16.062500,3.797665,20,7,3,1.103815,2.408560,7,15.221311,2.740790,100.000000,96.614583,,,,,,0:major,"{""bass"": 20, ""brass"": 13, ""guitar"": 89, ""piano"": 0, ""strings"": 0}"
reference,test_02184,48,31.750000,15.875000,1.511811,2,2,2,1.000000,0.661417,2,10.500000,0.918296,100.000000,98.809524,,,,,,0:major,"{""bass"": 24, ""brass"": 24, ""guitar"": 0, ""piano"": 0, ""strings"": 0}"
reference,test_02185,150,33.000000,16.500000,4.545455,39,11,2,0.601435,2.378788,9,12.560000,3.060433,86.000000,96.744792,,,,,,2:minor,"{""bass"": 0, ""brass"": 22, ""guitar"": 0, ""piano"": 0, ""strings"": 128}"
